SurveyID,BiomassKgHa,Lat_DD,Long_DD,Easting,Northing,Habitat,Depth,CensusMethod,MPAage,NTZarea,Management,logGrav_NearMarket,logGrav_NearPop,ECOREGION,REALM,PROVINCE,SST_mean_2yr,SST_max_2yr,SST_sd_2yr,logSST_kurtosis_2yr,SST_skewness_2yr,SSTa_mean_2yr,logDHW_mean_2yr,logDHW_max_2yr,logChlA_mean_2yr,logChlA_max_2yr,PAR_mean_2yr,PAR_sd_2yr,PAR_skewness_2yr,logPAR_kurtosis_2yr,logwave_mean,Year,SpatialBlockFold,DistNearMPA_Km
RG470,777.2564254000038,-18.7929,147.5252,13717614.46331996,-2009933.9207003983,Slope,4-10m,Belt transect,35,69.19438,UnfishedHighBigOld,0.693179095050673,-8.77217425144017,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2491518467852,29.49,1.88702638951319,0.649064065038416,-0.119247237717623,0.318549924480401,-2.93570024069292,-0.527632764434115,-1.17671270843799,0.723715136766153,45.5640568010735,14.2788630573951,-0.966714165448562,1.23769572377878,1.96927657988609,2010,12,2.5510116336736166
RG471,921.9434209000035,-18.7925,147.5258,13717679.439168893,-2009891.13988325,Crest,0-4m,Belt transect,35,69.19438,UnfishedHighBigOld,0.693179095050673,-8.77217425144017,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2491518467852,29.49,1.88702638951319,0.649064065038416,-0.119247237717623,0.318549924480401,-2.93570024069292,-0.527632764434115,-1.17671270843799,0.723715136766153,45.5640568010735,14.2788630573951,-0.966714165448562,1.23769572377878,1.96927657988609,2010,12,2.5063449223077785
RG472,1582.1232179999943,-18.7925,147.5258,13717679.439168893,-2009891.13988325,Flat,0-4m,Belt transect,35,69.19438,UnfishedHighBigOld,0.693179095050673,-8.77217425144017,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2491518467852,29.49,1.88702638951319,0.649064065038416,-0.119247237717623,0.318549924480401,-2.93570024069292,-0.527632764434115,-1.17671270843799,0.723715136766153,45.5640568010735,14.2788630573951,-0.966714165448562,1.23769572377878,1.96927657988609,2010,12,2.5063449223077785
RG473,551.6541464999995,-18.7925,147.5258,13717679.439168893,-2009891.13988325,Slope,4-10m,Belt transect,35,69.19438,UnfishedHighBigOld,0.693179095050673,-8.77217425144017,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2491518467852,29.49,1.88702638951319,0.649064065038416,-0.119247237717623,0.318549924480401,-2.93570024069292,-0.527632764434115,-1.17671270843799,0.723715136766153,45.5640568010735,14.2788630573951,-0.966714165448562,1.23769572377878,1.96927657988609,2010,12,2.5063449223077785
RG474,347.2705054000015,-18.7924,147.5273,13717821.21283666,-2009880.444678984,Crest,0-4m,Belt transect,35,69.19438,UnfishedHighBigOld,0.693179095050673,-8.77217425144017,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2491518467852,29.49,1.88702638951319,0.649064065038416,-0.119247237717623,0.318549924480401,-2.93570024069292,-0.527632764434115,-1.17671270843799,0.723715136766153,45.5640568010735,14.2788630573951,-0.966714165448562,1.23769572377878,1.96927657988609,2010,12,2.49481529802791
RG475,929.9370355000024,-18.7924,147.5273,13717821.21283666,-2009880.444678984,Flat,0-4m,Belt transect,35,69.19438,UnfishedHighBigOld,0.693179095050673,-8.77217425144017,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2491518467852,29.49,1.88702638951319,0.649064065038416,-0.119247237717623,0.318549924480401,-2.93570024069292,-0.527632764434115,-1.17671270843799,0.723715136766153,45.5640568010735,14.2788630573951,-0.966714165448562,1.23769572377878,1.96927657988609,2010,12,2.49481529802791
RG476,321.28222430000125,-18.7924,147.5273,13717821.21283666,-2009880.444678984,Slope,4-10m,Belt transect,35,69.19438,UnfishedHighBigOld,0.693179095050673,-8.77217425144017,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2491518467852,29.49,1.88702638951319,0.649064065038416,-0.119247237717623,0.318549924480401,-2.93570024069292,-0.527632764434115,-1.17671270843799,0.723715136766153,45.5640568010735,14.2788630573951,-0.966714165448562,1.23769572377878,1.96927657988609,2010,12,2.49481529802791
RG477,731.6851001499982,-18.7508,-141.856,-13191393.662361598,-2005431.2404377237,Slope,4-10m,Distance sampling,0,0,Fished,-5.26621035743444,-3.85277499022937,Tuamotus,Eastern Indo-Pacific,Southeast Polynesia,26.8443365253078,29.2,1.02372818070299,0.757834299748493,0.148243197768122,-0.078248972259207,-6.59304455649418,-1.96611287872458,-2.10887859940646,0.431156501858235,42.4839885852955,15.3158112424221,-0.194441934977565,0.610890498911229,3.58751188535779,2013,1,1048.1962591084737
RG478,1366.8724234999945,-18.7374,-141.868,-13192805.138086872,-2003998.0836117752,Slope,4-10m,Distance sampling,0,0,Fished,-5.26621035743444,-3.85277499022937,Tuamotus,Eastern Indo-Pacific,Southeast Polynesia,26.8597948016416,29.23,1.01791182249933,0.75565354526696,0.142588682348082,-0.078755128198646,-6.59304455649418,-1.96611287872458,-2.16544438303197,-0.875467116108877,43.1721037405508,15.0790104949205,-0.345946206866396,0.704620489302825,3.58751188535779,2013,1,1049.8160900701653
RG479,955.5210153500029,-18.7196,-141.872,-13193569.620029837,-2002094.3382084027,Slope,4-10m,Distance sampling,0,0,Fished,-5.26621035743444,-3.85277499022937,Tuamotus,Eastern Indo-Pacific,Southeast Polynesia,26.8597948016416,29.23,1.01791182249933,0.75565354526696,0.142588682348082,-0.078755128198646,-6.59304455649418,-1.96611287872458,-2.16694301847775,-0.875467116108877,43.1721037405508,15.0790104949205,-0.345946206866396,0.704620489302825,3.58989311344756,2013,1,1050.7582608304265
RG480,2455.0370000000103,-18.7192,-179.1,-16655646.627642218,-2002051.5574158393,Slope,4-10m,Point intercept,0,0,Fished,-4.52086304548554,-6.94690759007489,Fiji Islands,Central Indo-Pacific,Tropical Southwestern Pacific,26.8895896032832,29.71,1.44701548158496,0.57461714964242006,0.0985405122591662,0.57740080788752,-0.7237012719252,0.871293343591677,-1.66434042863311,0.710620510480854,46.9487252044678,15.3966352594735,-0.834282365316666,0.86291020757003,3.15106872039483,2006,10,149.9717601704512
RG481,1886.2879999999993,-18.7153,-179.085,-16654360.21119732,-2001634.4446952723,Slope,4-10m,Point intercept,0,0,Fished,-4.52086304548554,-6.94690759007489,Fiji Islands,Central Indo-Pacific,Tropical Southwestern Pacific,26.8895896032832,29.71,1.44701548158496,0.57461714964242006,0.0985405122591662,0.57740080788752,-0.7237012719252,0.871293343591677,-1.66384453100279,0.710620510480854,46.9487252044678,15.3966352594735,-0.834282365316666,0.86291020757003,3.15106872039483,2006,10,149.33456289041925
RG482,1522.1119999999964,-18.712,-179.09,-16654917.023136409,-2001281.5031722963,Slope,4-10m,Point intercept,0,0,Fished,-4.52086304548554,-6.94690759007489,Fiji Islands,Central Indo-Pacific,Tropical Southwestern Pacific,26.8895896032832,29.71,1.44701548158496,0.57461714964242006,0.0985405122591662,0.57740080788752,-0.7237012719252,0.871293343591677,-1.66868644985017,0.710620510480854,46.9487252044678,15.3966352594735,-0.834282365316666,0.86291020757003,3.13085473251943,2006,10,149.04046186931723
RG483,1012.7942810000002,-18.7058,-141.838,-13190711.868353976,-2000618.4009412904,Slope,4-10m,Distance sampling,0,0,Fished,-5.27118188653092,-2.19722057122924,Tuamotus,Eastern Indo-Pacific,Southeast Polynesia,26.8533515731874,29.21,1.02004813789558,0.751094057933887,0.143597579311113,-0.0826538969213512,-6.59304455649418,-1.96611287872458,-2.32493634061135,-0.899073893220043,44.0515110227797,15.2047711391701,-0.374268747046507,0.721838451694499,3.58106402395637,2013,1,1047.7280381637734
RG484,574.4504000000006,-18.6465,147.0442,13676233.986142641,-1994276.1505450576,Crest,0-4m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2286046511628,29.73,1.97718541364323,0.624611485709164,-0.114163372402944,0.336771538300203,-2.60688661034886,-0.261364786486149,-0.914938693671747,0.642118295062546,45.6943016613231,12.5904997261926,-0.63561000879465,1.06787115922821,2.03209630146749,2010,12,17.991819201267436
RG485,54.4302000000001,-18.6465,147.0442,13676233.986142641,-1994276.1505450576,Flat,0-4m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2286046511628,29.73,1.97718541364323,0.624611485709164,-0.114163372402944,0.336771538300203,-2.60688661034886,-0.261364786486149,-0.914938693671747,0.642118295062546,45.6943016613231,12.5904997261926,-0.63561000879465,1.06787115922821,2.03209630146749,2010,12,17.991819201267436
RG486,298.2880000000014,-18.6465,147.0442,13676233.986142641,-1994276.1505450576,Slope,4-10m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2286046511628,29.73,1.97718541364323,0.624611485709164,-0.114163372402944,0.336771538300203,-2.60688661034886,-0.261364786486149,-0.914938693671747,0.642118295062546,45.6943016613231,12.5904997261926,-0.63561000879465,1.06787115922821,2.03209630146749,2010,12,17.991819201267436
RG487,535.8740000000023,-18.6465,147.0528,13677033.851844799,-1994276.1505450576,Crest,0-4m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2475102599179,29.71,1.95467976169627,0.629071935535832,-0.10986228313448,0.345622427295256,-2.8727917096071,-0.478035823294742,-0.918952879448745,0.642118295062546,45.6943016613231,12.5904997261926,-0.63561000879465,1.06787115922821,2.03209630146749,2010,12,18.17201519913864
RG488,327.1772000000004,-18.6465,147.0528,13677033.851844799,-1994276.1505450576,Flat,0-4m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2475102599179,29.71,1.95467976169627,0.629071935535832,-0.10986228313448,0.345622427295256,-2.8727917096071,-0.478035823294742,-0.918952879448745,0.642118295062546,45.6943016613231,12.5904997261926,-0.63561000879465,1.06787115922821,2.03209630146749,2010,12,18.17201519913864
RG489,569.7264999999995,-18.6465,147.0528,13677033.851844799,-1994276.1505450576,Slope,4-10m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2475102599179,29.71,1.95467976169627,0.629071935535832,-0.10986228313448,0.345622427295256,-2.8727917096071,-0.478035823294742,-0.918952879448745,0.642118295062546,45.6943016613231,12.5904997261926,-0.63561000879465,1.06787115922821,2.03209630146749,2010,12,18.17201519913864
RG490,1117.1340000000034,-18.6461,147.0489,13676680.246970644,-1994233.3697763465,Crest,0-4m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2286046511628,29.73,1.97718541364323,0.624611485709164,-0.114163372402944,0.336771538300203,-2.60688661034886,-0.261364786486149,-0.914938693671747,0.642118295062546,45.6943016613231,12.5904997261926,-0.63561000879465,1.06787115922821,2.03209630146749,2010,12,18.04150418069046
RG491,73.69185000000029,-18.6461,147.0489,13676680.246970644,-1994233.3697763465,Flat,0-4m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2286046511628,29.73,1.97718541364323,0.624611485709164,-0.114163372402944,0.336771538300203,-2.60688661034886,-0.261364786486149,-0.914938693671747,0.642118295062546,45.6943016613231,12.5904997261926,-0.63561000879465,1.06787115922821,2.03209630146749,2010,12,18.04150418069046
RG492,400.90179999999935,-18.6461,147.0489,13676680.246970644,-1994233.3697763465,Slope,4-10m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2286046511628,29.73,1.97718541364323,0.624611485709164,-0.114163372402944,0.336771538300203,-2.60688661034886,-0.261364786486149,-0.914938693671747,0.642118295062546,45.6943016613231,12.5904997261926,-0.63561000879465,1.06787115922821,2.03209630146749,2010,12,18.04150418069046
RG493,253.91719999999947,-18.6288,147.0272,13675056.491512692,-1992383.1016524618,Crest,0-4m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2286046511628,29.73,1.97718541364323,0.624611485709164,-0.114163372402944,0.336771538300203,-2.60688661034886,-0.261364786486149,-1.15690633138931,0.285906334708262,45.6994372255662,12.3755859589207,-0.611130592433772,1.11717481185457,2.04428467754554,2010,12,15.814311326493579
RG494,400.7076000000012,-18.6288,147.0272,13675056.491512692,-1992383.1016524618,Flat,0-4m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2286046511628,29.73,1.97718541364323,0.624611485709164,-0.114163372402944,0.336771538300203,-2.60688661034886,-0.261364786486149,-1.15690633138931,0.285906334708262,45.6994372255662,12.3755859589207,-0.611130592433772,1.11717481185457,2.04428467754554,2010,12,15.814311326493579
RG495,184.17890000000003,-18.6288,147.0272,13675056.491512692,-1992383.1016524618,Slope,4-10m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2286046511628,29.73,1.97718541364323,0.624611485709164,-0.114163372402944,0.336771538300203,-2.60688661034886,-0.261364786486149,-1.15690633138931,0.285906334708262,45.6994372255662,12.3755859589207,-0.611130592433772,1.11717481185457,2.04428467754554,2010,12,15.814311326493579
RG496,234.3375999999992,-18.6278,147.0307,13675404.82757296,-1992276.1497451128,Crest,0-4m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2286046511628,29.73,1.97718541364323,0.624611485709164,-0.114163372402944,0.336771538300203,-2.60688661034886,-0.261364786486149,-1.15174735787185,0.285906334708262,45.6994372255662,12.3755859589207,-0.611130592433772,1.11717481185457,2.04428467754554,2010,12,15.739875284003514
RG497,527.6272000000001,-18.6278,147.0307,13675404.82757296,-1992276.1497451128,Flat,0-4m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2286046511628,29.73,1.97718541364323,0.624611485709164,-0.114163372402944,0.336771538300203,-2.60688661034886,-0.261364786486149,-1.15174735787185,0.285906334708262,45.6994372255662,12.3755859589207,-0.611130592433772,1.11717481185457,2.04428467754554,2010,12,15.739875284003514
RG498,340.8278000000014,-18.6278,147.0307,13675404.82757296,-1992276.1497451128,Slope,4-10m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2286046511628,29.73,1.97718541364323,0.624611485709164,-0.114163372402944,0.336771538300203,-2.60688661034886,-0.261364786486149,-1.15174735787185,0.285906334708262,45.6994372255662,12.3755859589207,-0.611130592433772,1.11717481185457,2.04428467754554,2010,12,15.739875284003514
RG499,553.6234999999976,-18.6263,147.0334,13675690.15520515,-1992115.7218855857,Crest,0-4m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2286046511628,29.73,1.97718541364323,0.624611485709164,-0.114163372402944,0.336771538300203,-2.60688661034886,-0.261364786486149,-1.15174735787185,0.285906334708262,45.6994372255662,12.3755859589207,-0.611130592433772,1.11717481185457,2.04428467754554,2010,12,15.608707539642392
RG500,389.7682000000006,-18.6263,147.0334,13675690.15520515,-1992115.7218855857,Flat,0-4m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2286046511628,29.73,1.97718541364323,0.624611485709164,-0.114163372402944,0.336771538300203,-2.60688661034886,-0.261364786486149,-1.15174735787185,0.285906334708262,45.6994372255662,12.3755859589207,-0.611130592433772,1.11717481185457,2.04428467754554,2010,12,15.608707539642392
RG501,424.0302999999987,-18.6263,147.0334,13675690.15520515,-1992115.7218855857,Slope,4-10m,Belt transect,0,0,Restricted,0.941828313426465,-9.70725429705498,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.2286046511628,29.73,1.97718541364323,0.624611485709164,-0.114163372402944,0.336771538300203,-2.60688661034886,-0.261364786486149,-1.15174735787185,0.285906334708262,45.6994372255662,12.3755859589207,-0.611130592433772,1.11717481185457,2.04428467754554,2010,12,15.608707539642392
RG502,491.0379,-18.4916,146.8794,13664429.237693278,-1977709.3072954381,Crest,0-4m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.91385856633003,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,10.129752734250612
RG503,288.06689999999963,-18.4916,146.8794,13664429.237693278,-1977709.3072954381,Flat,0-4m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.91385856633003,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,10.129752734250612
RG504,236.29000000000087,-18.4916,146.8794,13664429.237693278,-1977709.3072954381,Slope,4-10m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.91385856633003,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,10.129752734250612
RG505,312.11439999999857,-18.4903,146.8816,13664663.41580633,-1977570.2699547075,Crest,0-4m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.91385856633003,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,9.865458214328058
RG506,89.0989100000002,-18.4903,146.8816,13664663.41580633,-1977570.2699547075,Flat,0-4m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.91385856633003,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,9.865458214328058
RG507,718.4389000000011,-18.4903,146.8816,13664663.41580633,-1977570.2699547075,Slope,4-10m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.91385856633003,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,9.865458214328058
RG508,1240.0600000000018,-18.4883,146.8825,13664792.540541533,-1977356.366356077,Crest,0-4m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.91029189614964,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,9.712130272159865
RG509,178.72770000000014,-18.4883,146.8825,13664792.540541533,-1977356.366356077,Flat,0-4m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.91029189614964,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,9.712130272159865
RG510,1178.0710000000022,-18.4883,146.8825,13664792.540541533,-1977356.366356077,Slope,4-10m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.91029189614964,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,9.712130272159865
RG511,785.4444999999968,-18.4747,146.8801,13664877.88933535,-1975901.821965389,Crest,0-4m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.907910188386089,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,9.667501384117179
RG512,578.2623999999976,-18.4747,146.8801,13664877.88933535,-1975901.821965389,Flat,0-4m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.907910188386089,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,9.667501384117179
RG513,344.16899999999873,-18.4747,146.8801,13664877.88933535,-1975901.821965389,Slope,4-10m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.907910188386089,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,9.667501384117179
RG514,382.9547000000016,-18.4739,146.8792,13664812.309476059,-1975816.260534977,Crest,0-4m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.900239907274492,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,9.752060370107056
RG515,198.97369999999927,-18.4739,146.8792,13664812.309476059,-1975816.260534977,Flat,0-4m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.900239907274492,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,9.752060370107056
RG516,331.61829999999964,-18.4739,146.8792,13664812.309476059,-1975816.260534977,Slope,4-10m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.900239907274492,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,9.752060370107056
RG517,763.8049000000005,-18.4723,146.8767,13664616.02372853,-1975645.1376755934,Crest,0-4m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.900239907274492,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,9.967144975069452
RG518,485.0488000000016,-18.4723,146.8767,13664616.02372853,-1975645.1376755934,Flat,0-4m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.900239907274492,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,9.967144975069452
RG519,480.67950000000087,-18.4723,146.8767,13664616.02372853,-1975645.1376755934,Slope,4-10m,Belt transect,0,0,Restricted,0.578448090837603,-9.4452549938095,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6185890410959,30.43,1.68548302077559,0.575587583056312,0.108423501557572,0.711479436151989,-1.19086279291585,0.57661334195225,-0.900239907274492,0.992146507339955,41.3029791790506,13.6757708172252,-0.453769618742764,0.906344456550577,2.0509301712673502,2011,12,9.967144975069452
RG520,599.8579000000001,-18.4048,146.8313,13661921.794713324,-1968425.8937793856,Crest,0-4m,Belt transect,0,0,Restricted,0.383473241335038,-9.64050755459448,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6148219178082,30.45,1.7005937907742401,0.577519850850368,0.107290403999264,0.702767107579602,-1.23707167745798,0.587786642550378,-0.455750273518431,1.00552256922741,39.7414154799088,13.3934091733648,-0.399224848636736,0.983079610754433,2.01014074642355,2011,12,7.581626532058233
RG521,232.42360000000082,-18.4048,146.8313,13661921.794713324,-1968425.8937793856,Flat,0-4m,Belt transect,0,0,Restricted,0.383473241335038,-9.64050755459448,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6148219178082,30.45,1.7005937907742401,0.577519850850368,0.107290403999264,0.702767107579602,-1.23707167745798,0.587786642550378,-0.455750273518431,1.00552256922741,39.7414154799088,13.3934091733648,-0.399224848636736,0.983079610754433,2.01014074642355,2011,12,7.581626532058233
RG522,668.5875999999989,-18.4048,146.8313,13661921.794713324,-1968425.8937793856,Slope,4-10m,Belt transect,0,0,Restricted,0.383473241335038,-9.64050755459448,Central and Southern Great Barrier Reef,Central Indo-Pacific,Northeast Australian Shelf,26.6148219178082,30.45,1.7005937907742401,0.577519850850368,0.107290403999264,0.702767107579602,-1.23707167745798,0.587786642550378,-0.455750273518431,1.00552256922741,39.7414154799088,13.3934091733648,-0.399224848636736,0.983079610754433,2.01014074642355,2011,12,7.581626532058233
